gene,beta,beta_se,beta_z,pvalue,tau_star,tau_star_se,tau_star_z,celltype,run_prefix,gwas,h2_obs,n_snps,annot_sd,deltaZ,gene_symbol,type,modality
ENSG00000224063,3.92934368075934e-09,1.2338714596579e-09,3.18456485074123,0.0007248591187872,0.04479433803471,0.014066078140718,3.18456485074123,Mesen_MyoFib,postnatal_uterus,HMB_Thibord2025,0.0178,1165846,0.174053163910254,0.0183806880032509,AC007319.1,Gene,Expression
ENSG00000260850,3.92947951669604e-09,1.23247529583004e-09,3.18828258058481,0.0007156029780555,0.0447958865581685,0.0140501619370112,3.18828258058481,Mesen_MyoFib,postnatal_uterus,HMB_Thibord2025,0.0178,1165846,0.174053163910254,0.0146629581596711,AC007344.1,Gene,Expression
ENSG00000134853,3.92955900923204e-09,1.23622886973245e-09,3.17866626920183,0.000739771668041,0.0447967927694389,0.0140929525076212,3.17866626920183,Mesen_MyoFib,postnatal_uterus,HMB_Thibord2025,0.0178,1165846,0.174053163910254,0.0242792695426539,PDGFRA,Gene,Expression
ENSG00000228741,3.92966791823196e-09,1.24044421918413e-09,3.16795213961061,0.0007675839540586,0.044798034327051,0.0141410072983481,3.16795213961061,Mesen_MyoFib,postnatal_uterus,HMB_Thibord2025,0.0178,1165846,0.174053163910254,0.0349933991338749,AL445985.1,Gene,Expression
ENSG00000234736,3.92989427091209e-09,1.23821257314409e-09,3.17384458545211,0.0007521710852562,0.0448006147372397,0.0141155666356795,3.17384458545211,Mesen_MyoFib,postnatal_uterus,HMB_Thibord2025,0.0178,1165846,0.174053163910254,0.0291009532923705,FAM170B-AS1,Gene,Expression
ENSG00000120963,3.92992366107364e-09,1.23461741736906e-09,3.1831104970544,0.0007285099978751,0.0448009497837356,0.0140745820244675,3.1831104970544,Mesen_MyoFib,postnatal_uterus,HMB_Thibord2025,0.0178,1165846,0.174053163910254,0.0198350416900857,ZNF706,Gene,Expression
ENSG00000091436,3.93009160846299e-09,1.24021087049857e-09,3.16888982506907,0.0007651119464984,0.0448028643762838,0.0141383471340179,3.16888982506907,Mesen_MyoFib,postnatal_uterus,HMB_Thibord2025,0.0178,1165846,0.174053163910254,0.0340557136754076,MAP3K20,Gene,Expression
ENSG00000104723,3.93018739996965e-09,1.23459881771815e-09,3.18337207485232,0.0007278521090389,0.0448039563950734,0.0140743699892988,3.18337207485232,Mesen_MyoFib,postnatal_uterus,HMB_Thibord2025,0.0178,1165846,0.174053163910254,0.0195734638921663,TUSC3,Gene,Expression
ENSG00000099953,3.93051941457476e-09,1.23433854187617e-09,3.18431231078667,0.000725491860122,0.0448077413463686,0.0140714028566184,3.18431231078667,Mesen_MyoFib,postnatal_uterus,HMB_Thibord2025,0.0178,1165846,0.174053163910254,0.0186332279578125,MMP11,Gene,Expression
ENSG00000146374,3.93052101202263e-09,1.23417404547664e-09,3.18473802493931,0.0007244255231535,0.0448077595572011,0.0140695276051961,3.18473802493931,Mesen_MyoFib,postnatal_uterus,HMB_Thibord2025,0.0178,1165846,0.174053163910254,0.0182075138051752,RSPO3,Gene,Expression
ENSG00000197959,3.93136481203795e-09,1.23077404400018e-09,3.19422141797895,0.0007010426733477,0.0448173788387379,0.0140307677440516,3.19422141797895,Mesen_MyoFib,postnatal_uterus,HMB_Thibord2025,0.0178,1165846,0.174053163910254,0.00872412076552864,DNM3,Gene,Expression
ENSG00000162493,3.93156825463465e-09,1.23855164852105e-09,3.17432725500736,0.0007509212857926,0.0448196980750246,0.0141194320794504,3.17432725500736,Mesen_MyoFib,postnatal_uterus,HMB_Thibord2025,0.0178,1165846,0.174053163910254,0.028618283737126,PDPN,Gene,Expression
ENSG00000185052,3.93175056590511e-09,1.23675906365175e-09,3.17907560288737,0.0007387277489401,0.0448217764151598,0.0140989966940235,3.17907560288737,Mesen_MyoFib,postnatal_uterus,HMB_Thibord2025,0.0178,1165846,0.174053163910254,0.0238699358571073,SLC24A3,Gene,Expression
ENSG00000224468,3.93178545026862e-09,1.23534664415864e-09,3.18273860123404,0.0007294462887742,0.0448221740953064,0.0140828951764771,3.18273860123404,Mesen_MyoFib,postnatal_uterus,HMB_Thibord2025,0.0178,1165846,0.174053163910254,0.0202069375104466,LAMC1-AS1,Gene,Expression
ENSG00000169862,3.93181076450529e-09,1.23617836675985e-09,3.18061767640455,0.0007348071937526,0.0448224626764453,0.0140923767760461,3.18061767640455,Mesen_MyoFib,postnatal_uterus,HMB_Thibord2025,0.0178,1165846,0.174053163910254,0.0223278623399334,CTNND2,Gene,Expression
ENSG00000235470,3.93307307941471e-09,1.23694211830342e-09,3.17967431233506,0.0007372033114845,0.0448368530086109,0.0141010835086704,3.17967431233506,Mesen_MyoFib,postnatal_uterus,HMB_Thibord2025,0.0178,1165846,0.174053163910254,0.0232712264094235,NEURL1-AS1,Gene,Expression
ENSG00000143344,3.93307616071406e-09,1.23526469879759e-09,3.18399462442546,0.0007262885494031,0.0448368881352823,0.0140819610031135,3.18399462442546,Mesen_MyoFib,postnatal_uterus,HMB_Thibord2025,0.0178,1165846,0.174053163910254,0.0189509143190265,RGL1,Gene,Expression
ENSG00000285610,3.93313418123141e-09,1.23655589586648e-09,3.18071685588898,0.0007345556980749,0.0448375495665233,0.0140966805905745,3.18071685588898,Mesen_MyoFib,postnatal_uterus,HMB_Thibord2025,0.0178,1165846,0.174053163910254,0.0222286828555038,AL590286.2,Gene,Expression
ENSG00000261285,3.93318032330814e-09,1.23937931674732e-09,3.17350811826565,0.0007530434491319,0.0448380755840853,0.0141288674593307,3.17350811826565,Mesen_MyoFib,postnatal_uterus,HMB_Thibord2025,0.0178,1165846,0.174053163910254,0.029437420478835,AC009117.2,Gene,Expression
ENSG00000235051,3.9336463673433e-09,1.23930055954862e-09,3.17408584788828,0.0007515461334996,0.0448433884647457,0.0141279696308718,3.17408584788828,Mesen_MyoFib,postnatal_uterus,HMB_Thibord2025,0.0178,1165846,0.174053163910254,0.0288596908561987,AL357497.1,Gene,Expression
